Homewood / 23.2% Bottles (66) / Value $1,445 / Average vintage 2012.1
Gundlach Bundschu / 20.8% Bottles (59) / Value $2,058 / Average vintage 2013.1
La Rochelle / 12.0% Bottles (34) / Value $1,308 / Average vintage 2013.2
Balletto Vineyards / 7.7% Bottles (22) / Value $471 / Average vintage 2014.7
The Austin Winery / 3.9% Bottles (11) / Value $84 / Average vintage 2014.3
Duchman Family Winery / 3.2% Bottles (9) / Value $189 / Average vintage 2014.8
Bent Oak Winery / 2.8% Bottles (8) / Value $0 / Average vintage 2015.8
Saddlehorn Winery / 2.8% Bottles (8) / Value $0 / Average vintage 2014.3
Larson Family Winery / 2.8% Bottles (8) / Value $182 / Average vintage 2012.5
Kunde Estate / 1.8% Bottles (5) / Value $163 / Average vintage 2012.2
Mountain Spirit Winery / 1.4% Bottles (4) / Value $47
Vino Salida Wine Cellars / 1.4% Bottles (4) / Value $36
Westcave Cellars / 1.4% Bottles (4) / Value $43 / Average vintage 2013.5
Driftwood Estate Winery / 1.4% Bottles (4) / Value $86 / Average vintage 2014.3
Benziger Family Winery / 1.1% Bottles (3) / Value $199 / Average vintage 2012.7
Topel / 1.1% Bottles (3) / Value $0 / Average vintage 2012.0
Truett-Hurst / 0.7% Bottles (2) / Value $31 / Average vintage 2013.0
Salt Lick Cellars / 0.7% Bottles (2) / Value $57 / Average vintage 2014.0
Solaro Estate / 0.7% Bottles (2) / Value $0
Infinite Monkey Theorem / 0.7% Bottles (2) / Value $0 / Average vintage 2015.0
Cartograph / 0.7% Bottles (2) / Value $83 / Average vintage 2013.0
Colorado River Winery / 0.7% Bottles (2) / Value $0
Domaine Mercouri / 0.4% Bottles (1) / Value $0 / Average vintage 2013.0
Dutton-Goldfield / 0.4% Bottles (1) / Value $56 / Average vintage 2013.0
Imagery Estate Winery / 0.4% Bottles (1) / Value $41 / Average vintage 2012.0
Bluxome Street Winery / 0.4% Bottles (1) / Value $45 / Average vintage 2013.0
Buena Vista / 0.4% Bottles (1) / Value $36 / Average vintage 2012.0
CÃ¡lem / 0.4% Bottles (1) / Value $13
Camaraderie Cellars / 0.4% Bottles (1) / Value $25 / Average vintage 2013.0
Banshee / 0.4% Bottles (1) / Value $65 / Average vintage 2013.0
Barcino / 0.4% Bottles (1) / Value $13
Barton Springs Winery / 0.4% Bottles (1) / Value $0 / Average vintage 2014.0
Jason Stephens Winery / 0.4% Bottles (1) / Value $21 / Average vintage 2011.0
Kirigin Cellars / 0.4% Bottles (1) / Value $16
La Vie Wines / 0.4% Bottles (1) / Value $61 / Average vintage 2011.0
Pontotoc Vineyard / 0.4% Bottles (1) / Value $28 / Average vintage 2014.0
Locus Wines / 0.4% Bottles (1) / Value $0 / Average vintage 2014.0
Monticello Vineyards (Corley Family) 0.4% Bottles (1) / Value $36 / Average vintage 2013.0
St. Francis / 0.4% Bottles (1) / Value $53 / Average vintage 2012.0
Stark / 0.4% Bottles (1) / Value $20 / Average vintage 2013.0
Signaterra / 0.4% Bottles (1) / Value $45 / Average vintage 2012.0
Wimberley Valley Wines / 0.4% Bottles (1) / Value $10